NAME,POPULATION,CITY,STATE,COUNTY,COUNTYFIPS,INST_SIZE,TOT_ENROLL,TOT_EMP
CHAMINADE UNIVERSITY OF HONOLULU,2578,HONOLULU,HI,HONOLULU,15003,2,2167,411
BELMONT ABBEY COLLEGE,1790,BELMONT,NC,GASTON,37071,2,1507,283
LINDENWOOD UNIVERSITY,10151,SAINT CHARLES,MO,ST. CHARLES,29183,3,8392,1759
YESHIVA GEDOLA TIFERES YAAKOV YITZCHOK,80,LAKEWOOD,NJ,OCEAN,34029,1,70,10
ARIZONA COLLEGE-TEMPE,816,TEMPE,AZ,MARICOPA,04013,1,710,106
CUNY SCHOOL OF LAW,859,LONG ISLAND CITY,NY,QUEENS,36081,1,626,233
MECHON L'HOYROA,68,MONSEY,NY,ROCKLAND,36087,1,55,13
THE KING'S UNIVERSITY,738,SOUTHLAKE,TX,TARRANT,48439,1,610,128
COLUMBIA COLLEGE CHICAGO,8445,CHICAGO,IL,COOK,17031,3,6947,1498
UNIVERSITY OF PHOENIX-HAWAII,197,HONOLULU,HI,HONOLULU,15003,1,197,-999
PROVIDENCE CHRISTIAN COLLEGE,210,PASADENA,CA,LOS ANGELES,06037,1,151,59
ACADEMY FOR JEWISH RELIGION-CALIFORNIA,83,LOS ANGELES,CA,LOS ANGELES,06037,1,60,23
YESHIVA GEDOLAH SHAAREI SHMUEL,102,LAKEWOOD,NJ,OCEAN,34029,1,90,12
WONGU UNIVERSITY OF ORIENTAL MEDICINE,92,LAS VEGAS,NV,CLARK,32003,1,41,51
UNIVERSITY OF WEST LOS ANGELES,264,INGLEWOOD,CA,LOS ANGELES,06037,1,204,60
THE JUILLIARD SCHOOL,1704,NEW YORK,NY,NEW YORK,36061,1,960,744
TEXAS SOUTHMOST COLLEGE,9223,BROWNSVILLE,TX,CAMERON,48061,3,8628,595
SPRING HILL COLLEGE,1566,MOBILE,AL,MOBILE,01097,2,1290,276
OLD DOMINION UNIVERSITY,27109,NORFOLK,VA,NORFOLK (CITY),51710,5,23675,3434
RANDOLPH COLLEGE,922,LYNCHBURG,VA,LYNCHBURG (CITY),51680,1,617,305
APPALACHIAN COLLEGE OF PHARMACY,273,OAKWOOD,VA,BUCHANAN,51027,1,216,57
UNIVERSITY OF HARTFORD,8350,WEST HARTFORD,CT,HARTFORD,09003,3,6773,1577
UNIVERSITY OF WESTERN STATES,1432,PORTLAND,OR,MULTNOMAH,41051,2,1097,335
THE JOHN MARSHALL LAW SCHOOL,1327,CHICAGO,IL,COOK,17031,2,1060,267
DILLARD UNIVERSITY,1590,NEW ORLEANS,LA,ORLEANS,22071,2,1225,365
UNIVERSITY OF SIOUX FALLS,2083,SIOUX FALLS,SD,MINNEHAHA,46099,2,1675,408
UNIVERSITY OF PUERTO RICO-RIO PIEDRAS,16958,SAN JUAN,PR,SAN JUAN,72127,4,14395,2563
UNIFICATION THEOLOGICAL SEMINARY,145,NEW YORK,NY,DUTCHESS,36027,1,108,37
UNIVERSITY OF MINNESOTA-CROOKSTON,3073,CROOKSTON,MN,POLK,27119,2,2768,305
WORCESTER STATE UNIVERSITY,7210,WORCESTER,MA,WORCESTER,25027,3,6204,1006
HERZING UNIVERSITY-KENOSHA,681,KENOSHA,WI,KENOSHA,55059,1,594,87
JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,90,SUGAR GROVE,NC,WATAUGA,37189,1,69,21
BAIS HAMEDRASH AND MESIVTA OF BALTIMORE,87,BALTIMORE,MD,BALTIMORE,24005,1,72,15
SHEPHERDS COLLEGE,187,UNION GROVE,WI,RACINE,55101,1,95,92
UNIVERSITY OF FLORIDA-ONLINE,4101,GAINESVILLE,FL,ALACHUA,12001,2,3926,175
SOUTH GEORGIA STATE COLLEGE,2602,DOUGLAS,GA,COFFEE,13069,2,2346,256
ARIZONA COLLEGE-MESA,287,MESA,AZ,MARICOPA,04013,1,246,41
ANTIOCH COLLEGE,229,YELLOW SPRINGS,OH,GREENE,39057,1,95,134
ARIZONA STATE UNIVERSITY-SKYSONG,46870,SCOTTSDALE,AZ,MARICOPA,04013,5,45073,1797
ROCKY VISTA UNIVERSITY,1574,PARKER,CO,DOUGLAS,08035,2,1144,430
SAN IGNACIO UNIVERSITY,232,DORAL,FL,MIAMI-DADE,12086,1,140,92
FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,11503,TALLAHASSEE,FL,LEON,12073,3,9626,1877
SOUTHEAST MISSOURI STATE UNIVERSITY,11872,CAPE GIRARDEAU,MO,CAPE GIRARDEAU,29031,4,10637,1235
SUNY MORRISVILLE,3427,MORRISVILLE,NY,MADISON,36053,2,2781,646
UNIVERSITY OF ARIZONA,57546,TUCSON,AZ,PIMA,04019,5,44577,12969
SOUTHERN ADVENTIST UNIVERSITY,3353,COLLEGEDALE,TN,HAMILTON,47065,2,2834,519
VANDERCOOK COLLEGE OF MUSIC,214,CHICAGO,IL,COOK,17031,1,144,70
YOUNGSTOWN STATE UNIVERSITY,13828,YOUNGSTOWN,OH,MAHONING,39099,4,12110,1718
OHIO STATE UNIVERSITY-NEWARK CAMPUS,3205,NEWARK,OH,LICKING,39089,2,2943,262
BRYN ATHYN COLLEGE OF THE NEW CHURCH,587,BRYN ATHYN,PA,MONTGOMERY,42091,1,307,280
SHAWNEE STATE UNIVERSITY,4213,PORTSMOUTH,OH,SCIOTO,39145,2,3641,572
TIFFIN UNIVERSITY,3422,TIFFIN,OH,SENECA,39147,2,2926,496
SINTE GLESKA UNIVERSITY,707,MISSION,SD,TODD,46121,1,549,158
CONVERSE COLLEGE,1674,SPARTANBURG,SC,SPARTANBURG,45083,2,1455,219
SAINT LOUIS CHRISTIAN COLLEGE,130,FLORISSANT,MO,ST. LOUIS,29189,1,79,51
DARTMOUTH COLLEGE,10750,HANOVER,NH,GRAFTON,33009,3,6606,4144
SALEM COLLEGE,909,WINSTON-SALEM,NC,FORSYTH,37067,1,709,200
SAINT PETER'S UNIVERSITY,3845,JERSEY CITY,NJ,HUDSON,34017,2,3233,612
MIDWEST COLLEGE OF ORIENTAL MEDICINE-EVANSTON,85,EVANSTON,IL,COOK,17031,1,70,15
INDIANA UNIVERSITY-BLOOMINGTON,52666,BLOOMINGTON,IN,MONROE,18105,5,43260,9406
CATHOLIC THEOLOGICAL UNION AT CHICAGO,336,CHICAGO,IL,COOK,17031,1,254,82
BLACKBURN COLLEGE,616,CARLINVILLE,IL,MACOUPIN,17117,1,482,134
THE CREATIVE CENTER,57,OMAHA,NE,DOUGLAS,31055,1,40,17
SUNY DOWNSTATE HEALTH SCIENCES UNIVERSITY,3654,BROOKLYN,NY,KINGS,36047,2,1899,1755
RABBINICAL COLLEGE BETH SHRAGA,53,MONSEY,NY,ROCKLAND,36087,1,41,12
CARLOW UNIVERSITY,2536,PITTSBURGH,PA,ALLEGHENY,42003,2,2022,514
EAST TEXAS BAPTIST UNIVERSITY,1907,MARSHALL,TX,HARRISON,48203,2,1593,314
MEREDITH COLLEGE,2366,RALEIGH,NC,WAKE,37183,2,1810,556
ST. LOUIS COLLEGE OF PHARMACY,1322,SAINT LOUIS,MO,ST. LOUIS (CITY),29510,2,1037,285
HOUGHTON COLLEGE,1250,HOUGHTON,NY,ALLEGANY,36003,1,969,281
NIAGARA UNIVERSITY,4513,NIAGARA UNIVERSITY,NY,NIAGARA,36063,2,3723,790
THE UNIVERSITY OF TEXAS AT ARLINGTON,52697,ARLINGTON,TX,TARRANT,48439,5,48635,4062
UNIVERSITY OF PUGET SOUND,3438,TACOMA,WA,PIERCE,53053,2,2608,830
VITERBO UNIVERSITY,3112,LA CROSSE,WI,LA CROSSE,55063,2,2592,520
AVERETT UNIVERSITY,1147,DANVILLE,VA,DANVILLE (CITY),51590,1,894,253
CAPITAL UNIVERSITY,3906,COLUMBUS,OH,FRANKLIN,39049,2,3226,680
URSINUS COLLEGE,1925,COLLEGEVILLE,PA,MONTGOMERY,42091,2,1472,453
WILBERFORCE UNIVERSITY,689,WILBERFORCE,OH,GREENE,39057,1,566,123
XAVIER UNIVERSITY,8443,CINCINNATI,OH,HAMILTON,39061,3,6973,1470
BRIGHAM YOUNG UNIVERSITY-PROVO,39575,PROVO,UT,UTAH,49049,5,34318,5257
SALEM UNIVERSITY,1120,SALEM,WV,HARRISON,54033,1,960,160
UNIVERSITY OF ARKANSAS AT LITTLE ROCK,11070,LITTLE ROCK,AR,PULASKI,05119,3,9581,1489
MARTIN UNIVERSITY,317,INDIANAPOLIS,IN,MARION,18097,1,279,38
NORTHWESTERN STATE UNIVERSITY OF LOUISIANA,11936,"NATCHITOCHES",LA,"NATCHITOCHES",22069,4,10900,1036
OUACHITA BAPTIST UNIVERSITY,1991,ARKADELPHIA,AR,CLARK,05019,2,1633,358
DOMINICAN UNIVERSITY,3739,RIVER FOREST,IL,COOK,17031,2,3029,710
CHARLESTON SOUTHERN UNIVERSITY,4113,CHARLESTON,SC,CHARLESTON,45019,2,3477,636
LINFIELD COLLEGE-SCHOOL OF NURSING,337,PORTLAND,OR,MULTNOMAH,41051,1,337,-999
BEIS MEDRASH HEICHAL DOVID,156,FAR ROCKAWAY,NY,QUEENS,36081,1,142,14
CONCEPTION SEMINARY COLLEGE,63,CONCEPTION,MO,NODAWAY,29147,1,47,16
SOUTHWEST BAPTIST UNIVERSITY,3859,BOLIVAR,MO,POLK,29167,2,3281,578
DORDT UNIVERSITY,1873,SIOUX CENTER,IA,SIOUX,19167,2,1547,326
OTTAWA UNIVERSITY-OTTAWA,926,OTTAWA,KS,FRANKLIN,20059,1,731,195
RAMAPO COLLEGE OF NEW JERSEY,7138,MAHWAH,NJ,BERGEN,34003,3,6142,996
NEW BRUNSWICK THEOLOGICAL SEMINARY,209,NEW BRUNSWICK,NJ,MIDDLESEX,34023,1,140,69
MASSACHUSETTS SCHOOL OF LAW,353,ANDOVER,MA,ESSEX,25009,1,283,70
DANIEL MORGAN GRADUATE SCHOOL OF NATIONAL SECURITY,84,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,1,42,42
GRANTHAM UNIVERSITY,7648,LENEXA,KS,JOHNSON,20091,3,7079,569
AMERICAN INTERCONTINENTAL UNIVERSITY-ATLANTA,1892,ATLANTA,GA,FULTON,13121,2,1763,129
SAINT ANTHONY COLLEGE OF NURSING,341,ROCKFORD,IL,WINNEBAGO,17201,1,280,61
ALTIERUS CAREER COLLEGE-TAMPA,432,TAMPA,FL,HILLSBOROUGH,12057,1,365,67
UNIVERSITY OF PUERTO RICO-AGUADILLA,3130,AGUADILLA,PR,AGUADILLA,72005,2,2762,368
UNIVERSITY OF NORTH GEORGIA,21956,DAHLONEGA,GA,LUMPKIN,13187,4,19748,2208
THE UNIVERSITY OF MONTANA,12752,MISSOULA,MT,MISSOULA,30063,4,10487,2265
TRINITY WASHINGTON UNIVERSITY,2061,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,2,1707,354
ANABAPTIST MENNONITE BIBLICAL SEMINARY,130,ELKHART,IN,ELKHART,18039,1,88,42
BEREA COLLEGE,2634,BEREA,KY,MADISON,21151,2,1688,946
UNIVERSITY OF MAINE AT PRESQUE ISLE,1634,PRESQUE ISLE,ME,AROOSTOOK,23003,2,1445,189
COLLEGE OF THE ATLANTIC,464,BAR HARBOR,ME,HANCOCK,23009,1,360,104
UNIVERSITY OF NEW HAMPSHIRE-MAIN CAMPUS,18597,DURHAM,NH,STRAFFORD,33017,4,14788,3809
WEBB INSTITUTE,147,GLEN COVE,NY,"NASSAU",36059,1,102,45
THIEL COLLEGE,968,GREENVILLE,PA,MERCER,42085,1,729,239
MEMPHIS THEOLOGICAL SEMINARY,232,MEMPHIS,TN,SHELBY,47157,1,205,27
TRUETT MCCONNELL UNIVERSITY,3349,CLEVELAND,GA,WHITE,13311,2,3055,294
ANGELES COLLEGE,305,LOS ANGELES,CA,LOS ANGELES,06037,1,267,38
WHITMAN COLLEGE,2196,WALLA WALLA,WA,WALLA WALLA,53071,2,1579,617
LIBERTY UNIVERSITY,92191,LYNCHBURG,VA,LYNCHBURG (CITY),51680,5,85586,6605
WARNER PACIFIC UNIVERSITY PROFESSIONAL AND GRADUATE STUDIES,466,PORTLAND,OR,MULTNOMAH,41051,1,417,49
TRINITY COLLEGE OF NURSING & HEALTH SCIENCES,202,ROCK ISLAND,IL,ROCK ISLAND,17161,1,175,27
WASHINGTON ADVENTIST UNIVERSITY,1389,TAKOMA PARK,MD,MONTGOMERY,24031,2,1078,311
ALBANY LAW SCHOOL,683,ALBANY,NY,ALBANY,36001,1,534,149
PORTLAND STATE UNIVERSITY,28550,PORTLAND,OR,MULTNOMAH,41051,5,25321,3229
KENT STATE UNIVERSITY AT SALEM,1783,SALEM,OH,COLUMBIANA,39029,2,1646,137
UNIVERSITY OF PHOENIX-COLORADO,36,LONE TREE,CO,DOUGLAS,08035,1,36,-999
UNIVERSITY OF NORTH TEXAS AT DALLAS,4720,DALLAS,TX,DALLAS,48113,2,4209,511
LOUISIANA DELTA COMMUNITY COLLEGE,4876,MONROE,LA,OUACHITA,22073,2,4522,354
MIDDLE GEORGIA STATE UNIVERSITY,8950,MACON,GA,BIBB,13021,3,8066,884
MILLIGAN UNIVERSITY,1616,MILLIGAN,TN,CARTER,47019,2,1310,306
MOUNT SAINT JOSEPH UNIVERSITY,2629,CINCINNATI,OH,HAMILTON,39061,2,2100,529
GANNON UNIVERSITY,5247,ERIE,PA,ERIE,42049,2,4444,803
THE ART INSTITUTE OF ATLANTA,1053,ATLANTA,GA,FULTON,13121,1,914,139
BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,784,BOSTON,MA,SUFFOLK,25025,1,612,172
OHIO CHRISTIAN UNIVERSITY,3363,CIRCLEVILLE,OH,PICKAWAY,39129,2,2843,520
YORK COLLEGE OF PENNSYLVANIA,5188,YORK,PA,YORK,42133,2,4307,881
SOUTH DAKOTA STATE UNIVERSITY,13462,BROOKINGS,SD,BROOKINGS,46011,4,11512,1950
CALIFORNIA STATE UNIVERSITY-SAN MARCOS,17740,SAN MARCOS,CA,SAN DIEGO,06073,4,16053,1687
FORT LEWIS COLLEGE,3931,DURANGO,CO,LA PLATA,08067,2,3300,631
MOREHEAD STATE UNIVERSITY,10734,MOREHEAD,KY,ROWAN,21205,3,9654,1080
INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS,39013,INDIANAPOLIS,IN,MARION,18097,5,29537,9476
SUMMIT CHRISTIAN COLLEGE,45,GERING,NE,SCOTTS BLUFF,31157,1,25,20
MEDAILLE COLLEGE,2633,BUFFALO,NY,ERIE,36029,2,2002,631
SUNY POLYTECHNIC INSTITUTE,3577,UTICA,NY,ONEIDA,36065,2,3006,571
KEAN UNIVERSITY,16295,UNION,NJ,UNION,34039,4,14309,1986
CAROLINA CHRISTIAN COLLEGE,69,WINSTON SALEM,NC,FORSYTH,37067,1,64,5
HOWARD PAYNE UNIVERSITY,1291,BROWNWOOD,TX,BROWN,48049,2,1035,256
YESHIVA GEDOLAH IMREI YOSEF D'SPINKA,177,BROOKLYN,NY,KINGS,36047,1,163,14
RABBINICAL ACADEMY MESIVTA RABBI CHAIM BERLIN,319,BROOKLYN,NY,KINGS,36047,1,291,28
RABBINICAL COLLEGE OF LONG ISLAND,178,LONG BEACH,NY,"NASSAU",36059,1,158,20
OHIO VALLEY UNIVERSITY,461,VIENNA,WV,WOOD,54107,1,318,143
BETHUNE-COOKMAN UNIVERSITY,3422,DAYTONA BEACH,FL,VOLUSIA,12127,2,2901,521
AUSTIN COLLEGE,1613,SHERMAN,TX,GRAYSON,48181,2,1314,299
SCHREINER UNIVERSITY,1666,KERRVILLE,TX,KERR,48265,2,1342,324
BROADVIEW UNIVERSITY-WEST JORDAN,228,WEST JORDAN,UT,SALT LAKE,49035,1,202,26
COLLEGE OF STATEN ISLAND CUNY,14916,STATEN ISLAND,NY,RICHMOND,36085,4,12782,2134
DAVIS COLLEGE,122,JOHNSON CITY,NY,BROOME,36007,1,88,34
FITCHBURG STATE UNIVERSITY,8047,FITCHBURG,MA,WORCESTER,25027,3,7251,796
SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,9791,SLIPPERY ROCK,PA,BUTLER,42019,3,8778,1013
UNIVERSITY OF NEW ENGLAND,8795,BIDDEFORD,ME,YORK,23031,3,7483,1312
WHITWORTH UNIVERSITY,3466,SPOKANE,WA,SPOKANE,53063,2,2814,652
MANSFIELD UNIVERSITY OF PENNSYLVANIA,2040,MANSFIELD,PA,TIOGA,42117,2,1649,391
ARKANSAS BAPTIST COLLEGE,666,LITTLE ROCK,AR,PULASKI,05119,1,531,135
DOMINICAN SCHOOL OF PHILOSOPHY & THEOLOGY,91,BERKELEY,CA,ALAMEDA,06001,1,67,24
SCHOOL OF THE ART INSTITUTE OF CHICAGO,4845,CHICAGO,IL,COOK,17031,2,3682,1163
THE MASTER'S UNIVERSITY AND SEMINARY,2483,SANTA CLARITA,CA,LOS ANGELES,06037,2,2006,477
"NAVAL POSTGRADUATE SCHOOL",3748,MONTEREY,CA,MONTEREY,06053,2,2841,907
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,10635,DALLAS,TX,DALLAS,48113,2,2299,8336
TENNESSEE STATE UNIVERSITY,9449,"NASHVILLE",TN,DAVIDSON,47037,3,8081,1368
MEDICAL COLLEGE OF WISCONSIN,7779,MILWAUKEE,WI,MILWAUKEE,55079,2,1477,6302
SOUTHWESTERN CHRISTIAN UNIVERSITY,650,BETHANY,OK,OKLAHOMA,40109,1,518,132
COLUMBIA CENTRAL UNIVERSITY-YAUCO,302,YAUCO,PR,YAUCO,72153,1,252,50
MOUNT SAINT MARY'S UNIVERSITY,3614,LOS ANGELES,CA,LOS ANGELES,06037,2,2855,759
MUSICIANS INSTITUTE,1385,HOLLYWOOD,CA,LOS ANGELES,06037,2,1022,363
BEMIDJI STATE UNIVERSITY,5470,BEMIDJI,MN,BELTRAMI,27007,2,4897,573
NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,2714,SOCORRO,NM,SOCORRO,35053,2,1835,879
GRACE CHRISTIAN UNIVERSITY,1333,WYOMING,MI,KENT,26081,2,1097,236
YESHIVA OF OCEAN,47,GREENFIELD PARK,NY,ULSTER,36111,1,40,7
RADIOLOGICAL TECHNOLOGIES UNIVERSITY VT,107,SOUTH BEND,IN,ST. JOSEPH,18141,1,96,11
CHAMBERLAIN UNIVERSITY-LOUISIANA,237,JEFFERSON,LA,JEFFERSON,22051,1,208,29
YESHIVA GEDOLAH TIFERES BORUCH,76,NORTH PLAINFIELD,NJ,SOMERSET,34035,1,65,11
ICPR JUNIOR COLLEGE-MANATI,439,MANATÍ,PR,MANATÍ,72091,1,394,45
YESHIVAS MAHARIT D'SATMAR,131,MONROE,NY,ORANGE,36071,1,114,17
ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,96,GAINESVILLE,FL,ALACHUA,12001,1,86,10
YESHIVA OF FAR ROCKAWAY DERECH AYSON RABBINICAL SEMINARY,54,FAR ROCKAWAY,NY,QUEENS,36081,1,36,18
ACADEMY COLLEGE,146,BLOOMINGTON,MN,HENNEPIN,27053,1,105,41
UNIVERSITY OF PUERTO RICO-MAYAGUEZ,15304,MAYAGUEZ,PR,MAYAGÜEZ,72097,4,12954,2350
BRIDGEWATER COLLEGE,2158,BRIDGEWATER,VA,ROCKINGHAM,51165,2,1754,404
WAYNE STATE UNIVERSITY,33471,DETROIT,MI,WAYNE,26163,5,26824,6647
YESHIVA COLLEGE OF THE NATIONS CAPITAL,30,SILVER SPRING,MD,MONTGOMERY,24031,1,20,10
UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,423,ARLINGTON,VA,ARLINGTON,51013,1,342,81
NEW YORK ACADEMY OF ART,255,NEW YORK,NY,NEW YORK,36061,1,122,133
UNIVERSITY OF NEW HAMPSHIRE-FRANKLIN PIERCE SCHOOL OF LAW,443,CONCORD,NH,MERRIMACK,33013,1,337,106
ELMIRA COLLEGE,1132,ELMIRA,NY,CHEMUNG,36015,1,860,272
URSHAN GRADUATE SCHOOL OF THEOLOGY,128,WENTZVILLE,MO,ST. LOUIS,29189,1,85,43
UNIVERSITY OF HAWAII AT MANOA,22104,HONOLULU,HI,HONOLULU,15003,4,17490,4614
UNIVERSITY OF NEVADA-RENO,25353,RENO,NV,WASHOE,32031,5,20993,4360
HOLY APOSTLES COLLEGE AND SEMINARY,670,CROMWELL,CT,MIDDLESEX,09007,1,603,67
STRAYER UNIVERSITY-WEST VIRGINIA,278,SCOTT DEPOT,WV,PUTNAM,54079,1,269,9
DEFIANCE COLLEGE,701,DEFIANCE,OH,DEFIANCE,39039,1,542,159
NORTHERN STATE UNIVERSITY,3844,ABERDEEN,SD,BROWN,46013,2,3427,417
NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK,13313,BOSTON,MA,SUFFOLK,25025,4,11857,1456
BLUEFIELD COLLEGE,1368,BLUEFIELD,VA,TAZEWELL,51185,2,1156,212
ANTIOCH UNIVERSITY ONLINE,232,YELLOW SPRINGS,OH,GREENE,39057,1,195,37
EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST,196,AUSTIN,TX,TRAVIS,48453,1,131,65
TEXAS CHRISTIAN UNIVERSITY,13743,FORT WORTH,TX,TARRANT,48439,4,11024,2719
TALMUDICAL YESHIVA OF PHILADELPHIA,144,PHILADELPHIA,PA,PHILADELPHIA,42101,1,130,14
AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY,220,AUSTIN,TX,TRAVIS,48453,1,156,64
WHITWORTH UNIVERSITY-ADULT DEGREE PROGRAMS,302,SPOKANE,WA,SPOKANE,53063,1,275,27
POLYTECHNIC UNIVERSITY OF PUERTO RICO-MIAMI,183,MIAMI,FL,MIAMI-DADE,12086,1,155,28
OKLAHOMA CITY UNIVERSITY,3364,OKLAHOMA CITY,OK,OKLAHOMA,40109,2,2687,677
EVANGELICAL THEOLOGICAL SEMINARY,213,MYERSTOWN,PA,LEBANON,42075,1,161,52
FISHER COLLEGE,1899,BOSTON,MA,SUFFOLK,25025,2,1628,271
HELLENIC COLLEGE-HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,212,BROOKLINE,MA,NORFOLK,25021,1,130,82
UNIVERSITY OF SCRANTON,6352,SCRANTON,PA,LACKAWANNA,42069,3,5253,1099
BOB JONES UNIVERSITY,3823,GREENVILLE,SC,GREENVILLE,45045,2,3008,815
CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,4540,CHARLESTON,SC,CHARLESTON,45019,2,3767,773
TRINITY CHRISTIAN COLLEGE,1367,PALOS HEIGHTS,IL,COOK,17031,2,1068,299
HOUSTON BAPTIST UNIVERSITY,4338,HOUSTON,TX,HARRIS,48201,2,3741,597
MIAMI UNIVERSITY-OXFORD,23396,OXFORD,OH,BUTLER,39017,4,19716,3680
UNIVERSITY OF CALIFORNIA-IRVINE,46109,IRVINE,CA,ORANGE,06059,5,36908,9201
UNIVERSITY OF CALIFORNIA-SANTA BARBARA,31512,SANTA BARBARA,CA,SANTA BARBARA,06083,5,26314,5198
JOHN F. KENNEDY UNIVERSITY,1512,PLEASANT HILL,CA,CONTRA COSTA,06013,2,1125,387
WOFFORD COLLEGE,2210,SPARTANBURG,SC,SPARTANBURG,45083,2,1720,490
KING UNIVERSITY,2298,BRISTOL,TN,SULLIVAN,47163,2,1968,330
HENDERSON STATE UNIVERSITY,4530,ARKADELPHIA,AR,CLARK,05019,2,4037,493
INDIANA UNIVERSITY-NORTHWEST,4429,GARY,IN,LAKE,18089,2,3877,552
MICHIGAN STATE UNIVERSITY-COLLEGE OF LAW,883,EAST LANSING,MI,INGHAM,26065,1,776,107
RASMUSSEN COLLEGE-NORTH DAKOTA,750,FARGO,ND,CASS,38017,1,653,97
MOUNT CARMEL COLLEGE OF NURSING,1129,COLUMBUS,OH,FRANKLIN,39049,1,946,183
STEVENS-HENAGER COLLEGE,330,MURRAY,UT,SALT LAKE,49035,1,260,70
IOWA STATE UNIVERSITY,40079,AMES,IA,STORY,19169,5,33372,6707
TABOR COLLEGE,842,HILLSBORO,KS,MARION,20115,1,642,200
SOUTHERN NEW HAMPSHIRE UNIVERSITY,123145,MANCHESTER,NH,MERRIMACK,33013,5,113514,9631
GODS BIBLE SCHOOL AND COLLEGE,437,CINCINNATI,OH,HAMILTON,39061,1,347,90
FAMILY OF FAITH CHRISTIAN UNIVERSITY,138,SHAWNEE,OK,POTTAWATOMIE,40125,1,110,28
YESHIVATH ZICHRON MOSHE,273,SOUTH FALLSBURG,NY,SULLIVAN,36105,1,233,40
PHOENIX SEMINARY,318,SCOTTSDALE,AZ,MARICOPA,04013,1,266,52
JOHNSON UNIVERSITY FLORIDA,258,KISSIMMEE,FL,OSCEOLA,12097,1,182,76
BETHANY COLLEGE,720,BETHANY,WV,BROOKE,54009,1,535,185
UNIVERSITY OF TOLEDO,23321,TOLEDO,OH,LUCAS,39095,4,19694,3627
OKLAHOMA WESLEYAN UNIVERSITY,1380,BARTLESVILLE,OK,WASHINGTON,40147,2,1021,359
LANGSTON UNIVERSITY,2549,LANGSTON,OK,LOGAN,40083,2,2190,359
AVERETT UNIVERSITY-NON-TRADITIONAL PROGRAMS,585,DANVILLE,VA,DANVILLE (CITY),51590,1,485,100
DEPAUL UNIVERSITY,25539,CHICAGO,IL,COOK,17031,5,22064,3475
MID-AMERICA COLLEGE OF FUNERAL SERVICE,158,JEFFERSONVILLE,IN,CLARK,18019,1,116,42
BARD COLLEGE,3263,ANNANDALE-ON-HUDSON,NY,DUTCHESS,36027,2,2289,974
SAN FRANCISCO ART INSTITUTE,494,SAN FRANCISCO,CA,SAN FRANCISCO,06075,1,332,162
SANTA CLARA UNIVERSITY,10534,SANTA CLARA,CA,SANTA CLARA,06085,3,8669,1865
HUMBOLDT STATE UNIVERSITY,8351,ARCATA,CA,HUMBOLDT,06023,3,7180,1171
ROOSEVELT UNIVERSITY,5054,CHICAGO,IL,COOK,17031,2,4071,983
UNIVERSITY OF WISCONSIN-GREEN BAY,9618,GREEN BAY,WI,BROWN,55009,3,8766,852
MIDWEST COLLEGE OF ORIENTAL MEDICINE-RACINE,81,RACINE,WI,RACINE,55101,1,64,17
"NATIONAL UNIVERSITY",19883,LA JOLLA,CA,SAN DIEGO,06073,4,16670,3213
WESTMONT COLLEGE,1743,SANTA BARBARA,CA,SANTA BARBARA,06083,2,1317,426
URSULINE COLLEGE,1354,PEPPER PIKE,OH,CUYAHOGA,39035,2,1050,304
TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO,75,CHICAGO,IL,COOK,17031,1,43,32
LIFE CHIROPRACTIC COLLEGE WEST,782,HAYWARD,CA,ALAMEDA,06001,1,600,182
SAN FRANCISCO CONSERVATORY OF MUSIC,587,SAN FRANCISCO,CA,SAN FRANCISCO,06075,1,452,135
COLUMBIA COLLEGE HOLLYWOOD,1027,TARZANA,CA,LOS ANGELES,06037,1,870,157
GOSHEN COLLEGE,1194,GOSHEN,IN,ELKHART,18039,1,907,287
BERKLEE COLLEGE OF MUSIC,8708,BOSTON,MA,SUFFOLK,25025,3,6999,1709
KETTERING UNIVERSITY,2610,FLINT,MI,GENESEE,26049,2,2221,389
SAINT CLOUD STATE UNIVERSITY,14370,SAINT CLOUD,MN,STEARNS,27145,4,13049,1321
SOUTHERN UNIVERSITY LAW CENTER,826,BATON ROUGE,LA,EAST BATON ROUGE,22033,1,669,157
CITY COLLEGE-FORT LAUDERDALE,319,FORT LAUDERDALE,FL,BROWARD,12011,1,245,74
FLORIDA SOUTHERN COLLEGE,4121,LAKELAND,FL,POLK,12105,2,3305,816
SAINT MEINRAD SCHOOL OF THEOLOGY,357,ST. MEINRAD,IN,SPENCER,18147,1,177,180
